"Disease" "Gene"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "UHMK1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "CSF3"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "CTNNA1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "NQO1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "DNMT1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "EGR1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "ETV6"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "KLRK1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "TBC1D9"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "GATA2"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "GFI1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "NXT1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "GSTM1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "GSTT1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "HLA-C"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "HOXD@"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "HOXD13"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "CXCL8"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "CXCR2"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "IRF1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "KRAS"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "MIR21"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "MSH2"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "NPM1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "NRAS"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "RTEL1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "ABCB1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "CFC1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "SCT"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "PRDM16"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "TERT"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "RMI1"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "PDCD1LG2"
"acute myeloid leukemia with multilineage dysplasia following myelodysplastic syndrome" "GAB2"
"Treatment related acute myeloid leukaemia" "KLF1"
"Treatment related acute myeloid leukaemia" "NRM"
"Treatment related acute myeloid leukaemia" "CCR7"
"Treatment related acute myeloid leukaemia" "DAP"
"Treatment related acute myeloid leukaemia" "DNMT3A"
"Treatment related acute myeloid leukaemia" "EPO"
"Treatment related acute myeloid leukaemia" "ERCC2"
"Treatment related acute myeloid leukaemia" "MECOM"
"Treatment related acute myeloid leukaemia" "FANCB"
"Treatment related acute myeloid leukaemia" "FRYL"
"Treatment related acute myeloid leukaemia" "GSTM1"
"Treatment related acute myeloid leukaemia" "GSTP1"
"Treatment related acute myeloid leukaemia" "GSTT1"
"Treatment related acute myeloid leukaemia" "HLX"
"Treatment related acute myeloid leukaemia" "HOXA9"
"Treatment related acute myeloid leukaemia" "MDM2"
"Treatment related acute myeloid leukaemia" "MSH2"
"Treatment related acute myeloid leukaemia" "MYH11"
"Treatment related acute myeloid leukaemia" "NCAM1"
"Treatment related acute myeloid leukaemia" "PEBP1"
"Treatment related acute myeloid leukaemia" "PDGFRA"
"Treatment related acute myeloid leukaemia" "PTPN11"
"Treatment related acute myeloid leukaemia" "RAD51"
"Treatment related acute myeloid leukaemia" "BCL2"
"Treatment related acute myeloid leukaemia" "REG1A"
"Treatment related acute myeloid leukaemia" "BRCA1"
"Treatment related acute myeloid leukaemia" "BRCA2"
"Treatment related acute myeloid leukaemia" "TAL1"
"Treatment related acute myeloid leukaemia" "TOP1"
"Treatment related acute myeloid leukaemia" "MLLT10"
"Treatment related acute myeloid leukaemia" "ELL"
"Treatment related acute myeloid leukaemia" "PPP1R15B"
"Treatment related acute myeloid leukaemia" "CBFA2T3"
"Treatment related acute myeloid leukaemia" "CBFB"
"Treatment related acute myeloid leukaemia" "CD19"
"Treatment related acute myeloid leukaemia" "CLCA2"
"Acute myeloid leukemia, inv(16)(p13q22)" "RUNX1"
"Acute myeloid leukemia, inv(16)(p13q22)" "RUNX3"
"adult acute myeloid leukemia with inv(16)(p13;q22)" "KIT"
"Acute Myeloid Leukemia (AML-M2)" "SEPTIN6"
"Acute Myeloid Leukemia (AML-M2)" "ANPEP"
"Acute Myeloid Leukemia (AML-M2)" "LCP2"
"Acute Myeloid Leukemia (AML-M2)" "MIR223"
"Acute Myeloid Leukemia (AML-M2)" "MYBL1"
"Acute Myeloid Leukemia (AML-M2)" "NCAM1"
"Acute Myeloid Leukemia (AML-M2)" "OPRK1"
"Acute Myeloid Leukemia (AML-M2)" "ABCB1"
"Acute Myeloid Leukemia (AML-M2)" "RARA"
"Acute Myeloid Leukemia (AML-M2)" "CCND1"
"Acute Myeloid Leukemia (AML-M2)" "RET"
"Acute Myeloid Leukemia (AML-M2)" "NCF1"
"Acute Myeloid Leukemia (AML-M2)" "LIN28A"
"Acute Myeloid Leukemia (AML-M2)" "CDH1"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "DIO3"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "EPO"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "MECOM"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "ALOX12"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "IDH1"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "IDH2"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "MIR223"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "KMT2A"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "MYC"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "NUP98"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "NSD1"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "U2AF1"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "DLK1"
"Acute Myeloid Leukemia with Myelodysplasia-Related Changes" "CD14"
"Myeloid leukemia associated with Down Syndrome" "KCNJ5"
"Myeloid leukemia associated with Down Syndrome" "RUNX1T1"
"Myeloid leukemia associated with Down Syndrome" "CBFB"
"Myeloid leukemia associated with Down Syndrome" "CIR1"
"Acute Myeloid Leukemia with Gene Mutations" "CEBPA"
"Acute myeloid leukemia with mutated NPM1" "CPA3"
"Acute myeloid leukemia with mutated NPM1" "DNMT3A"
"Acute myeloid leukemia with mutated NPM1" "HLA-A"
"Acute myeloid leukemia with mutated NPM1" "IDH1"
"Acute myeloid leukemia with mutated NPM1" "TET2"
"Acute myeloid leukemia with mutated NPM1" "CD34"
"Acute myeloid leukemia with mutated CEBPA" "FLT3"
"Acute myeloid leukemia with mutated CEBPA" "NPM1"
"Acute monocytic/monoblastic leukemia" "ALL1"
"Acute monocytic/monoblastic leukemia" "HOTTIP"
"Acute monocytic/monoblastic leukemia" "CDKN2A"
"Acute monocytic/monoblastic leukemia" "COPS5"
"Acute monocytic/monoblastic leukemia" "FOXN3"
"Acute monocytic/monoblastic leukemia" "CREBBP"
"Acute monocytic/monoblastic leukemia" "CSF1R"
"Acute monocytic/monoblastic leukemia" "DAB2IP"
"Acute monocytic/monoblastic leukemia" "EIF4E"
"Acute monocytic/monoblastic leukemia" "FANCB"
"Acute monocytic/monoblastic leukemia" "GATA2"
"Acute monocytic/monoblastic leukemia" "CXCL2"
"Acute monocytic/monoblastic leukemia" "HLA-DMB"
"Acute monocytic/monoblastic leukemia" "HTC2"
"Acute monocytic/monoblastic leukemia" "IL1B"
"Acute monocytic/monoblastic leukemia" "MME"
"Acute monocytic/monoblastic leukemia" "MUC1"
"Acute monocytic/monoblastic leukemia" "NCAM1"
"Acute monocytic/monoblastic leukemia" "NEO1"
"Acute monocytic/monoblastic leukemia" "PAG1"
"Acute monocytic/monoblastic leukemia" "PCBP4"
"Acute monocytic/monoblastic leukemia" "OPN1LW"
"Acute monocytic/monoblastic leukemia" "TXN"
"Acute monocytic/monoblastic leukemia" "HRX"
"Acute monocytic/monoblastic leukemia" "KAT6A"
"Acute monocytic/monoblastic leukemia" "CD3D"
"Acute monocytic/monoblastic leukemia" "CD34"
"Acute monocytic/monoblastic leukemia" "CD38"
"Acute monocytic/monoblastic leukemia" "CD40LG"
"Acute monocytic/monoblastic leukemia" "HDAC4"
"Core binding factor acute myeloid leukemia" "GATA2"
"Core binding factor acute myeloid leukemia" "IL2"
"Core binding factor acute myeloid leukemia" "JAK2"
"Core binding factor acute myeloid leukemia" "MIR17"
"Core binding factor acute myeloid leukemia" "NCAM1"
"Core binding factor acute myeloid leukemia" "ABCB1"
"Core binding factor acute myeloid leukemia" "CCND1"
"Core binding factor acute myeloid leukemia" "CCND2"
"Core binding factor acute myeloid leukemia" "ABCG2"
"Core binding factor acute myeloid leukemia" "CD33"
"Cytogenetically normal acute myeloid leukemia" "MIR216B"
"Cytogenetically normal acute myeloid leukemia" "MIR3151"
"Cytogenetically normal acute myeloid leukemia" "CDKN2A"
"Cytogenetically normal acute myeloid leukemia" "MTCO2P12"
"Cytogenetically normal acute myeloid leukemia" "MIR155HG"
"Cytogenetically normal acute myeloid leukemia" "CPT1A"
"Cytogenetically normal acute myeloid leukemia" "PARP1"
"Cytogenetically normal acute myeloid leukemia" "RNF217"
"Cytogenetically normal acute myeloid leukemia" "DNMT3B"
"Cytogenetically normal acute myeloid leukemia" "ATN1"
"Cytogenetically normal acute myeloid leukemia" "MAPKBP1"
"Cytogenetically normal acute myeloid leukemia" "STAB1"
"Cytogenetically normal acute myeloid leukemia" "FUT4"
"Cytogenetically normal acute myeloid leukemia" "GAS6"
"Cytogenetically normal acute myeloid leukemia" "PDE7B"
"Cytogenetically normal acute myeloid leukemia" "BLNK"
"Cytogenetically normal acute myeloid leukemia" "H1-1"
"Cytogenetically normal acute myeloid leukemia" "HIF1A"
"Cytogenetically normal acute myeloid leukemia" "HNRNPK"
"Cytogenetically normal acute myeloid leukemia" "HOXA@"
"Cytogenetically normal acute myeloid leukemia" "HOXB@"
"Cytogenetically normal acute myeloid leukemia" "ITPR2"
"Cytogenetically normal acute myeloid leukemia" "JAK2"
"Cytogenetically normal acute myeloid leukemia" "KIT"
"Cytogenetically normal acute myeloid leukemia" "KRAS"
"Cytogenetically normal acute myeloid leukemia" "LCN2"
"Cytogenetically normal acute myeloid leukemia" "MIRLET7A2"
"Cytogenetically normal acute myeloid leukemia" "MIR122"
"Cytogenetically normal acute myeloid leukemia" "MIR188"
"Cytogenetically normal acute myeloid leukemia" "MIR34A"
"Cytogenetically normal acute myeloid leukemia" "MIR34C"
"Cytogenetically normal acute myeloid leukemia" "MN1"
"Cytogenetically normal acute myeloid leukemia" "COX2"
"Cytogenetically normal acute myeloid leukemia" "ATP1B1"
"Cytogenetically normal acute myeloid leukemia" "NME1"
"Cytogenetically normal acute myeloid leukemia" "NME2"
"Cytogenetically normal acute myeloid leukemia" "NUP98"
"Cytogenetically normal acute myeloid leukemia" "MIR424"
"Cytogenetically normal acute myeloid leukemia" "PBX3"
"Cytogenetically normal acute myeloid leukemia" "FIS1"
"Cytogenetically normal acute myeloid leukemia" "LEF1"
"Cytogenetically normal acute myeloid leukemia" "BCOR"
"Cytogenetically normal acute myeloid leukemia" "PTPA"
"Cytogenetically normal acute myeloid leukemia" "BDH2"
"Cytogenetically normal acute myeloid leukemia" "TIGAR"
"Cytogenetically normal acute myeloid leukemia" "MIR362"
"Cytogenetically normal acute myeloid leukemia" "CIP2A"
"Cytogenetically normal acute myeloid leukemia" "MIR486-1"
"Cytogenetically normal acute myeloid leukemia" "SET"
"Cytogenetically normal acute myeloid leukemia" "TP53"
"Cytogenetically normal acute myeloid leukemia" "KDM6A"
"Cytogenetically normal acute myeloid leukemia" "PHF23"
"Cytogenetically normal acute myeloid leukemia" "FSD1"
"Cytogenetically normal acute myeloid leukemia" "TET1"
"Cytogenetically normal acute myeloid leukemia" "TAM"
"Cytogenetically normal acute myeloid leukemia" "FSD1L"
"Cytogenetically normal acute myeloid leukemia" "NCALD"
"Cytogenetically normal acute myeloid leukemia" "HOPX"
"Cytogenetically normal acute myeloid leukemia" "HAVCR2"
"Cytogenetically normal acute myeloid leukemia" "NKD1"
"Cytogenetically normal acute myeloid leukemia" "CD14"
"Cytogenetically normal acute myeloid leukemia" "CD19"
"Cytogenetically normal acute myeloid leukemia" "ABCG2"
"Cytogenetically normal acute myeloid leukemia" "IST1"
"Cytogenetically normal acute myeloid leukemia" "CDH1"
"Pure Erythroid Leukemia" "CDKN1B"
"Pure Erythroid Leukemia" "CIB1"
"Pure Erythroid Leukemia" "CTNNB1"
"Pure Erythroid Leukemia" "FANCB"
"Pure Erythroid Leukemia" "SMUG1"
"Pure Erythroid Leukemia" "ABL1"
"Pure Erythroid Leukemia" "HGF"
"Pure Erythroid Leukemia" "LTA4H"
"Pure Erythroid Leukemia" "MYC"
"Pure Erythroid Leukemia" "STAT3"
"Pure Erythroid Leukemia" "TP53"
"Pure Erythroid Leukemia" "MSC"
"Pure Erythroid Leukemia" "PDLIM7"
"Acute myeloid leukaemia refractory" "PSC"
"Acute myeloid leukaemia refractory" "CDK9"
"Acute myeloid leukaemia refractory" "RN7SL263P"
"Acute myeloid leukaemia refractory" "CHEK1"
"Acute myeloid leukaemia refractory" "CSF2"
"Acute myeloid leukaemia refractory" "DCK"
"Acute myeloid leukaemia refractory" "DYRK1A"
"Acute myeloid leukaemia refractory" "AKT1"
"Acute myeloid leukaemia refractory" "FLT4"
"Acute myeloid leukaemia refractory" "MTOR"
"Acute myeloid leukaemia refractory" "IDUA"
"Acute myeloid leukaemia refractory" "IL2"
"Acute myeloid leukaemia refractory" "KRAS"
"Acute myeloid leukaemia refractory" "MIR134"
"Acute myeloid leukaemia refractory" "CXCL9"
"Acute myeloid leukaemia refractory" "MT1E"
"Acute myeloid leukaemia refractory" "NEDD8"
"Acute myeloid leukaemia refractory" "NFKB1"
"Acute myeloid leukaemia refractory" "NRAS"
"Acute myeloid leukaemia refractory" "WT1-AS"
"Acute myeloid leukaemia refractory" "PDGFRA"
"Acute myeloid leukaemia refractory" "CMPK1"
"Acute myeloid leukaemia refractory" "PIK3CA"
"Acute myeloid leukaemia refractory" "POLR2A"
"Acute myeloid leukaemia refractory" "MAP2K7"
"Acute myeloid leukaemia refractory" "PTEN"
"Acute myeloid leukaemia refractory" "PTPN11"
"Acute myeloid leukaemia refractory" "BCL2L1"
"Acute myeloid leukaemia refractory" "TP53"
"Acute myeloid leukaemia refractory" "ASRGL1"
"Acute myeloid leukaemia refractory" "BCL10"
"Acute myeloid leukaemia refractory" "ABCG2"
"Acute myeloid leukaemia refractory" "CD34"
"Acute myeloid leukaemia refractory" "CARTPT"
"Acute myeloid leukaemia refractory" "CD47"
"Myelodysplastic Syndrome Acute Myeloid Leukemia" "CEBPA"
"Myelodysplastic Syndrome Acute Myeloid Leukemia" "CSF3"
"Myelodysplastic Syndrome Acute Myeloid Leukemia" "ARHGAP26"
"Myelodysplastic Syndrome Acute Myeloid Leukemia" "KMT2A"
"Myelodysplastic Syndrome Acute Myeloid Leukemia" "PSMA1"
"Myelodysplastic Syndrome Acute Myeloid Leukemia" "TRAF6"
"familial acute myeloid leukemia" "HFM1"
"familial acute myeloid leukemia" "DDX41"
"familial acute myeloid leukemia" "RUNX1"
"High Risk Acute Myeloid Leukemia" "CCR7"
"High Risk Acute Myeloid Leukemia" "MECOM"
"High Risk Acute Myeloid Leukemia" "ANGPT2"
"High Risk Acute Myeloid Leukemia" "MIR182"
"High Risk Acute Myeloid Leukemia" "MSD"
"High Risk Acute Myeloid Leukemia" "SCT"
